code,date,open,close,diff,rate
KOSPI,20130213,1952.86,1976.07,30.28,1.56
KOSPI,20130212,1958.46,1945.79,-5.11,-0.26
KOSPI,20130208,1930.0,1950.9,19.13,0.99
KOSPI,20130207,1939.42,1931.77,-4.42,-0.23
KOSPI,20130206,1943.33,1936.19,-1.99,-0.1
KOSPI,20130205,1936.92,1938.18,-15.03,-0.77
KOSPI,20130204,1968.95,1953.21,-4.58,-0.23
KOSPI,20130201,1964.75,1957.79,-4.15,-0.21
KOSPI,20130131,1960.78,1961.94,-2.49,-0.13
KOSPI,20130130,1961.92,1964.43,8.47,0.43
KOSPI,20130129,1946.11,1955.96,16.25,0.84
KOSPI,20130128,1940.33,1939.71,-6.98,-0.36
KOSPI,20130125,1966.4,1946.69,-17.79,-0.91
KOSPI,20130124,1970.85,1964.48,-15.93,-0.8
KOSPI,20130123,2003.37,1980.41,-16.11,-0.81
KOSPI,20130122,1986.58,1996.52,9.66,0.49
KOSPI,20130121,1987.96,1986.86,-0.99,-0.05
KOSPI,20130118,1987.65,1987.85,13.58,0.69
KOSPI,20130117,1983.67,1974.27,-3.18,-0.16
KOSPI,20130116,1988.44,1977.45,-6.29,-0.32
KOSPI,20130115,2006.89,1983.74,-23.3,-1.16
KOSPI,20130114,1993.82,2007.04,10.37,0.52
KOSPI,20130111,2017.38,1996.67,-10.13,-0.5
KOSPI,20130110,1993.87,2006.8,14.99,0.75
KOSPI,20130109,2001.98,1991.81,-6.13,-0.31
KOSPI,20130108,2003.22,1997.94,-13.31,-0.66
KOSPI,20130107,2012.15,2011.25,-0.69,-0.03
KOSPI,20130104,2017.88,2011.94,-7.47,-0.37
KOSPI,20130103,2041.24,2019.41,-11.69,-0.58
KOSPI,20130102,2013.74,2031.1,34.05,1.71
KOSPI,20121228,1984.84,1997.05,9.7,0.49
KOSPI,20121227,1979.46,1987.35,5.1,0.26
KOSPI,20121226,1992.1,1982.25,0.43,0.02
KOSPI,20121224,1984.24,1981.82,1.4,0.07
KOSPI,20121221,2004.61,1980.42,-19.08,-0.95
KOSPI,20121220,2002.11,1999.5,6.41,0.32
KOSPI,20121218,1990.72,1993.09,10.02,0.51
KOSPI,20121217,1993.18,1983.07,-11.97,-0.6
KOSPI,20121214,1989.42,1995.04,-7.73,-0.39
KOSPI,20121213,1976.18,2002.77,27.33,1.38
KOSPI,20121212,1972.33,1975.44,10.82,0.55
KOSPI,20121211,1962.52,1964.62,7.2,0.37
KOSPI,20121210,1965.71,1957.42,-0.03,0.0
KOSPI,20121207,1953.17,1957.45,7.83,0.4
KOSPI,20121206,1948.55,1949.62,2.58,0.13
KOSPI,20121205,1933.45,1947.04,11.86,0.61
